Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-IT,90.00,90.00,EUR,OP_Content Lab,Exact Rate Match,38.3,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match,159.57,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match,217.02,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match,40.43,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Associate,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,UK-LON,220.00,220.00,GBP,OP_Content Lab,Exact Rate Match,93.62,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-ES,165.00,165.00,EUR,OP_Content Lab,Exact Rate Match,70.21,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-FR,220.00,220.00,EUR,OP_Content Lab,Exact Rate Match,93.62,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-DE,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match,95.74,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-IT,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,LATAM-BR,875.00,875.00,BRL,OP_Content Lab,Exact Rate Match,372.34,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-CN,"1,325.00","1,325.00",CNY,OP_Content Lab,Exact Rate Match,563.83,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,NA-CA,195.00,195.00,CAD,OP_Content Lab,Exact Rate Match,82.98,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-CH,225.00,225.00,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match,246.81,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match,329.79,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match,51.91,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr Associate,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,UK-LON,120.00,120.00,GBP,OP_Content Lab,Exact Rate Match,51.06,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Investor Relations & Regulatory,Investor Relations & Regulatory Sr. Manager,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Language,Language Lead,FTE,Hour,UK-LON,145.00,145.00,GBP,OP_JH consolidated ratecard,,61.7,N,
Operations,Director - Finance/Ops,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Operations,Director - Finance/Ops,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Operations,Director - Finance/Ops,FTE,Day,US-SF,"1,360.43","1,360.43",USD,EG_JH Resource Calc,,578.91,M,
Operations,Director - Finance/Ops,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Operations,Director - Finance/Ops,FTE,Day,US-LA,"1,360.43","1,360.43",USD,EG_JH Resource Calc,,578.91,M,
Other,Home Economist,Agency,Day,US-CHI,"1,000.00","1,200.00",USD,EG_APR_JH ratecard,,425.53,L,
Other,Assistant Home Economist,Agency,Day,US-CHI,650.00,750.00,USD,EG_APR_JH ratecard,,276.6,J,
Other,Casting Director,Agency,Day,US-CHI,"1,200.00","1,200.00",USD,EG_APR_JH ratecard,,510.64,M,
Other,Casting Assistant,Agency,Day,US-CHI,350.00,350.00,USD,EG_APR_JH ratecard,Using NYC rates as no other data,148.94,J,
Other,Animal Trainer,Agency,Day,US-CHI,600.00,650.00,USD,EG_APR_JH ratecard,,255.32,J,
Other,Animal Wrangler (Handler),Agency,Day,US-CHI,500.00,575.00,USD,EG_APR_JH ratecard,,212.77,J,
Other,Home Economist,Agency,Day,US-LA,"1,200.00","1,500.00",USD,EG_APR_JH ratecard,,510.64,M,
Other,Assistant Home Economist,Agency,Day,US-LA,700.00,750.00,USD,EG_APR_JH ratecard,,297.87,K,
Other,Casting Director,Agency,Day,US-LA,"1,200.00","1,500.00",USD,EG_APR_JH ratecard,,510.64,M,
Other,Casting Assistant,Agency,Day,US-LA,350.00,350.00,USD,EG_APR_JH ratecard,Using NYC rates as no other data,148.94,J,
Other,Animal Trainer,Agency,Day,US-LA,637.00,638.00,USD,EG_APR_JH ratecard,,271.06,J,
Other,Animal Wrangler (Handler),Agency,Day,US-LA,550.00,575.00,USD,EG_APR_JH ratecard,,234.04,J,
Other,Home Economist,Agency,Day,US-NY,"1,200.00","1,500.00",USD,EG_APR_JH ratecard,,510.64,M,
Other,Assistant Home Economist,Agency,Day,US-NY,700.00,750.00,USD,EG_APR_JH ratecard,,297.87,K,
Other,Casting Director,Agency,Day,US-NY,"1,200.00","1,500.00",USD,EG_APR_JH ratecard,,510.64,M,
Other,Casting Assistant,Agency,Day,US-NY,350.00,350.00,USD,EG_APR_JH ratecard,,148.94,J,
Other,Animal Trainer,Agency,Day,US-NY,637.00,638.00,USD,EG_APR_JH ratecard,,271.06,J,
Other,Animal Wrangler (Handler),Agency,Day,US-NY,550.00,575.00,USD,EG_APR_JH ratecard,,234.04,J,
Partnerships,Partnerships - Associate Manager,FTE,Day,UK-LON,377.36,436.69,GBP,EG_JH Resource Calc,,160.58,J,
Partnerships,Partnerships - Manager,FTE,Day,UK-LON,540.53,540.53,GBP,EG_JH Resource Calc,,230.01,K,
Partnerships,Partnerships - Senior Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Partnerships,Senior Partnerships Manager,FTE,Day,UK-LON,727.82,727.82,GBP,EG_JH Resource Calc,,309.71,L,
Partnerships,Partnerships - Director,FTE,Day,UK-LON,972.38,972.38,GBP,EG_JH Resource Calc,,413.78,M,
Partnerships,Partnerships - Associate Manager,FTE,Day,US-AUS,494.65,583.55,USD,EG_JH Resource Calc,,210.49,J,
Partnerships,Partnerships - Manager,FTE,Day,US-AUS,711.96,711.96,USD,EG_JH Resource Calc,,302.96,K,
Partnerships,Partnerships - Senior Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Partnerships,Senior Partnerships Manager,FTE,Day,US-AUS,924.35,924.35,USD,EG_JH Resource Calc,,393.34,L,
Partnerships,Partnerships - Director,FTE,Day,US-AUS,"1,215.73","1,215.73",USD,EG_JH Resource Calc,,517.33,M,
Partnerships,Partnerships - Associate Manager,FTE,Day,US-SF,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Partnerships,Partnerships - Manager,FTE,Day,US-SF,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Partnerships,Partnerships - Senior Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Partnerships,Senior Partnerships Manager,FTE,Day,US-SF,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Partnerships,Partnerships - Director,FTE,Day,US-SF,"1,360.48","1,360.48",USD,EG_JH Resource Calc,,578.93,M,
Partnerships,Partnerships - Associate Manager,FTE,Day,US-SEA,470.17,558.32,USD,EG_JH Resource Calc,,200.07,J,
Partnerships,Partnerships - Manager,FTE,Day,US-SEA,685.64,685.64,USD,EG_JH Resource Calc,,291.76,K,
Partnerships,Partnerships - Senior Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Partnerships,Senior Partnerships Manager,FTE,Day,US-SEA,896.2,896.2,USD,EG_JH Resource Calc,,381.36,L,
Partnerships,Partnerships - Director,FTE,Day,US-SEA,"1,185.12","1,185.12",USD,EG_JH Resource Calc,,504.31,M,
Partnerships,Partnerships - Associate Manager,FTE,Day,US-LA,546.23,653.47,USD,EG_JH Resource Calc,,232.44,J,
Partnerships,Partnerships - Manager,FTE,Day,US-LA,799.72,799.72,USD,EG_JH Resource Calc,,340.31,K,
Partnerships,Partnerships - Senior Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Partnerships,Senior Partnerships Manager,FTE,Day,US-LA,"1,043.46","1,043.46",USD,EG_JH Resource Calc,,444.03,L,
Partnerships,Partnerships - Director,FTE,Day,US-LA,"1,360.48","1,360.48",USD,EG_JH Resource Calc,,578.93,M,
Photographer - Production Crew,Photographer - Production Crew - Driver,Agency,Day,US-National,"1,200.00","1,400.00",USD,EG_APR_JH ratecard,,510.64,M,
Photographer - Production Crew,Photographer - Production Crew - Payroll Coord,Agency,Day,US-National,600.00,650.00,USD,EG_APR_JH ratecard,,255.32,J,
Photographer - Production Crew,Photographer - Production Crew - Producer,Agency,Day,US-National,450.00,500.00,USD,EG_APR_JH ratecard,,191.49,J,
Photographer - Production Crew,Photographer - Production Crew - Production Coord,Agency,Day,US-National,500.00,600.00,USD,EG_APR_JH ratecard,,212.77,J,
Photographer - Production Crew,Photographer - Production Crew - Production Manager,Agency,Day,US-National,250.00,350.00,USD,EG_APR_JH ratecard,,106.38,J,
Photography - Location / Transport,Location Scout,Agency,Day,US-National,750.00,750.00,USD,EG_APR_JH ratecard,,319.15,K,
Photography - Photography Crew,Photographer - 1st Assistant,Agency,Day,US-National,500.00,750.00,USD,EG_APR_JH ratecard,,212.77,J,
Photography - Photography Crew,Photographer - 2nd Assistant,Agency,Day,US-National,400.00,500.00,USD,EG_APR_JH ratecard,,170.21,J,
Photography - Photography Crew,Photographer - 3rd Assistant,Agency,Day,US-National,300.00,425.00,USD,EG_APR_JH ratecard,,127.66,J,
Photography - Photography Crew,Photographer - Digi Tech,Agency,Day,US-National,600.00,750.00,USD,EG_APR_JH ratecard,,255.32,J,
Photography - Photography Crew,Photographer - On-Set Retoucher,Agency,Day,US-National,"1,000.00","2,000.00",USD,EG_APR_JH ratecard,,425.53,L,
Photography - Photography Crew,Photographer - PA,Agency,Day,US-National,250.00,300.00,USD,EG_APR_JH ratecard,,106.38,J,
Photography - Photography Crew,Photographer / Tier 1: Library + OOH Usage,Agency,Day,US-National,"10,000.00","10,000.00",USD,EG_APR_JH ratecard,,4255.32,O,
Photography - Photography Crew,Photographer / Tier 2: Library Usage,Agency,Day,US-National,"7,500.00","7,500.00",USD,EG_APR_JH ratecard,,3191.49,O,
Photography - Photography Crew,Photographer / Tier 3: Content & Editorial,Agency,Day,US-National,"3,000.00","3,000.00",USD,EG_APR_JH ratecard,,1276.6,O,
Photography - Photography Crew,"Photographer / Tier 4: MeSo, Social & Smaller Prod",Agency,Day,US-National,"2,000.00","2,000.00",USD,EG_APR_JH ratecard,,851.06,N,
Photography - Post Production - Stills,Creative Retouching,Agency,Day,US-National,500.00,800.00,USD,EG_APR_JH ratecard,,212.77,J,
Photography - Post Production - Stills,Production Retouching,Agency,Day,US-National,150.00,300.00,USD,EG_APR_JH ratecard,,63.83,J,
Photography - Styling,Hair Stylist,Agency,Day,US-National,"1,000.00","1,300.00",USD,EG_APR_JH ratecard,,425.53,L,
Photography - Styling,Hair Stylist Assistant,Agency,Day,US-National,350.00,475.00,USD,EG_APR_JH ratecard,,148.94,J,
Photography - Styling,Make-up,Agency,Day,US-National,"1,000.00","1,100.00",USD,EG_APR_JH ratecard,,425.53,L,
Photography - Styling,Make-up Assistant,Agency,Day,US-National,350.00,475.00,USD,EG_APR_JH ratecard,,148.94,J,
Photography - Styling,Manicurist,Agency,Day,US-National,600.00,"1,100.00",USD,EG_APR_JH ratecard,,255.32,J,
Photography - Styling,Prop Asst,Agency,Day,US-National,350.00,500.00,USD,EG_APR_JH ratecard,,148.94,J,
Photography - Styling,Prop Stylist,Agency,Day,US-National,650.00,750.00,USD,EG_APR_JH ratecard,,276.6,J,
Photography - Styling,Wardrobe Asst,Agency,Day,US-National,350.00,475.00,USD,EG_APR_JH ratecard,,148.94,J,
Photography - Styling,Wardrobe Stylist,Agency,Day,US-National,"1,050.00","1,300.00",USD,EG_APR_JH ratecard,,446.81,L,
Post Production - Audio,VO Casting,Agency,Day,US-National,600.00,"1,000.00",USD,EG_APR_JH ratecard,Range represents the difference between how auditions are procured. Online vs. Studio,255.32,J,
Post Production - Audio,VO / Narration Record (TV & Radio),Agency,Hour,US-National,350.00,500.00,USD,EG_APR_JH ratecard,,148.94,O,
Post Production - Audio,Scratch Record/Mix,Agency,Hour,US-National,125.00,250.00,USD,EG_APR_JH ratecard,,53.19,L,
Post Production - Audio,Sound Effects,Agency,Each,US-National,20.00,40.00,USD,EG_APR_JH ratecard,,8.51,J,
Post Production - Audio,Sound Designer,Agency,Day,US-National,350.00,500.00,USD,EG_APR_JH ratecard,,148.94,J,
Post Production - Finishing,Clean Up / Conform (Flame),Agency,Hour,US-National,550.00,550.00,USD,EG_APR_JH ratecard,,234.04,O,
Post Production - Finishing,Color Correct Desktop (Flame/Lustre/Davinci),Agency,Hour,US-National,850.00,850.00,USD,EG_APR_JH ratecard,,361.7,O,
Post Production - Finishing,Conform (Desktop),Agency,Hour,US-National,550.00,550.00,USD,EG_APR_JH ratecard,,234.04,O,
Post Production - Finishing,DI / Color Correct / Telecine / HD / 4K,Agency,Hour,US-National,"1,100.00","1,100.00",USD,EG_APR_JH ratecard,,468.09,O,
Post Production - Finishing,DI / Color Correct Prep,Agency,Hour,US-National,"1,000.00","1,000.00",USD,EG_APR_JH ratecard,,425.53,O,
Post Production - Finishing,Layoff / Render,Agency,Hour,US-National,"1,000.00","1,000.00",USD,EG_APR_JH ratecard,,425.53,O,
Post Production - Graphics / Visual Effects,2D Graphics & Animation (After Effects),Agency,Day,US-National,"1,500.00","1,500.00",USD,EG_APR_JH ratecard,,638.3,N,
Post Production - Graphics / Visual Effects,3D / CG Generalist,Agency,Day,US-National,"1,750.00","1,750.00",USD,EG_APR_JH ratecard,,744.68,N,
Post Production - Graphics / Visual Effects,"3D Animation (Maya, C4D, Houdini)",Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Post Production - Graphics / Visual Effects,3D Lighting / Texture / Render / etc,Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Post Production - Graphics / Visual Effects,Flame / Inferno Compositing / Conform,Agency,Day,US-National,550.00,550.00,USD,EG_APR_JH ratecard,,234.04,J,
Post Production - Graphics / Visual Effects,Flame Asst / Support,Agency,Day,US-National,350.00,350.00,USD,EG_APR_JH ratecard,,148.94,J,
Post Production - Graphics / Visual Effects,Matte Painting,Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Post Production - Graphics / Visual Effects,Nuke (3D Compositing),Agency,Day,US-National,"1,800.00","1,800.00",USD,EG_APR_JH ratecard,,765.96,N,
Post Production - Graphics / Visual Effects,Previs,Agency,Day,US-National,900.00,900.00,USD,EG_APR_JH ratecard,,382.98,L,
Post Production - Graphics / Visual Effects,Rotoscoping,Agency,Day,US-National,800.00,800.00,USD,EG_APR_JH ratecard,,340.43,K,
Post Production - Graphics / Visual Effects,Smoke Compositing / Conform,Agency,Day,US-National,550.00,550.00,USD,EG_APR_JH ratecard,,234.04,J,
Post Production - Labor,Art Director,Agency,Day,US-National,"1,500.00","1,500.00",USD,EG_APR_JH ratecard,,638.3,N,
Post Production - Labor,Assistant Editor,Agency,Day,US-National,550.00,550.00,USD,EG_APR_JH ratecard,,234.04,J,
Post Production - Labor,CG Lead,Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Post Production - Labor,CG Supervisor,Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Post Production - Labor,Cutting Assistant,Agency,Day,US-National,"1,500.00","1,500.00",USD,EG_APR_JH ratecard,,638.3,N,
Post Production - Labor,Designer,Agency,Day,US-National,"1,500.00","1,500.00",USD,EG_APR_JH ratecard,,638.3,N,
Post Production - Labor,Editor,Agency,Day,US-National,"2,500.00","3,500.00",USD,EG_APR_JH ratecard,,1063.83,O,
Post Production - Labor,Illustrator,Agency,Day,US-National,"1,500.00","1,500.00",USD,EG_APR_JH ratecard,,638.3,N,
Post Production - Labor,Post Coordinator,Agency,Day,US-National,350.00,350.00,USD,EG_APR_JH ratecard,,148.94,J,
Post Production - Labor,Post Producer,Agency,Day,US-National,600.00,600.00,USD,EG_APR_JH ratecard,,255.32,J,
Post Production - Labor,Post Production Supervisor,Agency,Day,US-National,"1,250.00","1,250.00",USD,EG_APR_JH ratecard,,531.91,M,
Post Production - Labor,VFX & Finishing Producer,Agency,Day,US-National,600.00,600.00,USD,EG_APR_JH ratecard,,255.32,J,
Post Production - Labor,VFX Supervisor,Agency,Day,US-National,"1,700.00","1,700.00",USD,EG_APR_JH ratecard,,723.4,N,
Production (Broadcast),Assistant Producer,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Production (Broadcast),Assistant Producer,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match,246.81,K,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match,329.79,L,
Production (Broadcast),Assistant Producer,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match,51.91,K,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Assistant Producer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Production (Broadcast),Assistant Producer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Production (Broadcast),Assistant Producer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,UK-LON,145.00,145.00,GBP,OP_Content Lab,Exact Rate Match,61.7,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-ES,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-FR,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-DE,190.00,190.00,EUR,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-IT,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Production (Broadcast),Broadcast Editor,FTE,Hour,LATAM-BR,675.00,675.00,BRL,OP_Content Lab,Exact Rate Match,287.23,L,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-CN,740.00,740.00,CNY,OP_Content Lab,Exact Rate Match,314.89,K,
Production (Broadcast),Broadcast Editor,FTE,Hour,NA-CA,160.00,160.00,CAD,OP_Content Lab,Exact Rate Match,68.09,L,
Production (Broadcast),Broadcast Editor,FTE,Hour,EU-CH,190.00,190.00,CHF,OP_Content Lab,Exact Rate Match,80.85,N,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Production (Broadcast),Broadcast Editor,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
